,user_id,device_id,user_created_ts,device_event_ts,channel,campaign,campaign_event_ts,rn
155,155,211.0,2016-06-28 11:38:00,2016-06-28 06:21:00,campaign,9NCC6I,2016-06-28 06:20:00,1
156,156,212.0,2016-09-23 09:20:00,2016-09-23 03:43:00,campaign,ZGJ4CZ,2016-09-23 03:43:00,1
157,157,213.0,2016-01-18 15:14:00,2016-01-18 02:16:00,organic,,,1
158,158,214.0,2015-12-13 05:07:00,2015-12-13 00:53:00,organic,,,1
159,159,215.0,2013-12-09 22:13:00,2013-12-09 17:01:00,campaign,1LYW47,2013-12-09 17:01:00,1
160,160,216.0,2016-12-10 07:32:00,2016-12-10 01:42:00,campaign,ZBW0OM,2016-12-10 01:42:00,1
161,161,217.0,2016-09-14 12:44:00,2016-09-14 11:30:00,organic,,,1
162,162,219.0,2016-03-02 08:18:00,2016-03-01 23:13:00,organic,,,1
163,163,219.0,2016-10-15 03:59:00,,organic,,,1
164,164,220.0,2017-01-11 01:47:00,2017-01-10 22:06:00,organic,,,1
165,165,221.0,2014-05-26 13:09:00,2014-05-26 10:23:00,campaign,3DNOOD,2014-05-26 10:23:00,1
166,166,223.0,2017-02-01 00:21:00,2017-01-31 10:05:00,organic,,,1
167,167,224.0,2016-11-12 18:54:00,2016-11-12 07:52:00,organic,,,1
168,168,226.0,2016-09-13 07:48:00,2016-09-13 04:49:00,campaign,VX597U,2016-09-13 04:49:00,1
169,169,227.0,2016-03-26 22:28:00,2016-03-26 21:40:00,campaign,EH7LXL,2016-03-26 21:40:00,1
170,170,228.0,2013-12-06 12:16:00,2013-12-06 07:42:00,organic,,,1
171,171,229.0,2016-12-15 22:22:00,2016-12-15 07:23:00,campaign,8DYGHW,2016-12-15 07:22:00,1
172,172,231.0,2014-04-13 02:22:00,2014-04-12 16:32:00,campaign,E35Y1Z,2014-04-12 16:32:00,1
173,173,232.0,2016-09-30 09:00:00,2016-09-30 06:38:00,organic,,,1
174,174,234.0,2016-10-15 07:13:00,2016-10-14 17:35:00,campaign,XUL7TT,2016-10-14 17:35:00,1
175,175,235.0,2016-10-15 05:23:00,2016-10-14 17:51:00,campaign,I5UB5Y,2016-10-14 17:50:00,1
176,176,236.0,2017-02-15 04:17:00,2017-02-14 16:24:00,campaign,I5UB5Y,2017-02-14 16:24:00,1
177,177,237.0,2015-05-27 15:14:00,2015-05-27 08:29:00,organic,,,1
178,178,238.0,2016-12-04 02:42:00,2016-12-03 23:12:00,campaign,C4KVI2,2016-12-03 23:12:00,1
179,179,240.0,2016-12-28 12:02:00,2016-12-28 02:16:00,organic,,,1
180,180,242.0,2016-12-06 12:31:00,2016-12-05 20:53:00,campaign,1ZDQF0,2016-12-05 20:52:00,1
181,181,243.0,2015-01-04 20:01:00,2015-01-04 05:18:00,organic,,,1
182,182,246.0,2016-09-20 19:34:00,2016-09-20 12:07:00,campaign,705605,2016-09-20 12:06:00,1
183,183,247.0,2017-02-16 08:53:00,2017-02-16 04:30:00,campaign,ZGJ4CZ,2017-02-16 04:30:00,1
184,184,249.0,2016-02-05 03:48:00,2016-02-04 18:35:00,organic,,,1
185,185,251.0,2016-03-02 17:27:00,2016-03-02 05:22:00,organic,,,1
186,186,253.0,2016-06-10 11:55:00,2016-06-10 01:00:00,campaign,Q9M5DZ,2016-06-10 01:00:00,1
187,187,255.0,2015-10-31 16:37:00,2015-10-31 13:31:00,campaign,U6S82Y,2015-10-31 13:31:00,1
188,188,257.0,2016-03-25 11:45:00,2016-03-24 23:36:00,organic,,,1
189,189,258.0,2016-02-12 08:49:00,2016-02-12 05:26:00,organic,,,1
190,190,259.0,2016-02-02 19:03:00,2016-02-02 12:19:00,organic,,,1
191,191,260.0,2017-02-10 08:16:00,2017-02-10 00:58:00,campaign,CPIAHO,2017-02-10 00:57:00,1
192,192,262.0,2016-09-02 18:28:00,2016-09-02 18:16:00,organic,,,1
193,193,263.0,2016-05-08 02:47:00,2016-05-07 17:46:00,campaign,UROFMZ,2016-05-07 17:46:00,1
194,194,264.0,2015-03-31 22:36:00,2015-03-31 13:09:00,organic,,,1
195,195,264.0,2015-07-25 21:54:00,,organic,,,1
196,196,265.0,2016-07-24 18:03:00,2016-07-24 15:29:00,campaign,D2KOV6,2016-07-24 15:29:00,1
197,197,266.0,2017-01-04 19:24:00,2017-01-04 08:02:00,campaign,MOTVAN,2017-01-04 08:02:00,1
198,198,267.0,2016-02-25 14:34:00,2016-02-25 08:13:00,organic,,,1
199,199,268.0,2016-12-15 11:24:00,2016-12-15 05:37:00,organic,,,1
200,200,269.0,2016-08-29 21:52:00,2016-08-29 10:42:00,campaign,6XC4I2,2016-08-29 10:41:00,1
201,201,271.0,2016-10-20 08:38:00,2016-10-19 23:10:00,organic,,,1
202,202,272.0,2016-07-15 17:27:00,2016-07-15 10:41:00,organic,,,1
203,203,272.0,2016-08-26 16:23:00,,organic,,,1
204,204,274.0,2016-06-08 22:17:00,2016-06-08 12:41:00,organic,,,1
205,205,276.0,2016-01-29 01:50:00,2016-01-28 22:07:00,organic,,,1
206,206,279.0,2016-12-13 10:53:00,2016-12-13 06:50:00,campaign,TTFAQ5,2016-12-13 06:50:00,1
207,207,281.0,2016-02-16 14:04:00,2016-02-16 00:24:00,campaign,DB2JA9,2016-02-16 00:24:00,1
208,208,284.0,2016-01-30 08:07:00,2016-01-29 16:57:00,organic,,,1
209,209,285.0,2016-06-04 22:44:00,2016-06-04 20:52:00,organic,,,1
210,210,286.0,2015-10-31 11:33:00,2015-10-31 03:51:00,campaign,INNIQD,2015-10-31 03:51:00,1
211,211,287.0,2015-01-07 21:08:00,2015-01-07 07:19:00,organic,,,1
212,212,290.0,2014-04-29 18:38:00,2014-04-29 16:26:00,organic,,,1
213,213,291.0,2017-01-13 00:39:00,2017-01-12 17:45:00,campaign,2IIPKA,2017-01-12 17:45:00,1
214,214,292.0,2016-10-29 22:56:00,2016-10-29 14:01:00,organic,,,1
215,215,293.0,2016-10-14 21:03:00,2016-10-14 08:59:00,campaign,15R3D0,2016-10-14 08:59:00,1
216,216,294.0,2015-06-06 15:14:00,2015-06-05 23:26:00,organic,,,1
217,217,295.0,2016-08-17 23:09:00,2016-08-17 22:50:00,campaign,6XC4I2,2016-08-17 22:50:00,1
218,218,296.0,2015-12-24 10:28:00,2015-12-24 01:09:00,organic,,,1
219,219,296.0,2016-05-18 10:15:00,,organic,,,1
220,220,297.0,2016-10-10 18:35:00,2016-10-10 17:34:00,organic,,,1
221,221,298.0,2015-07-27 12:26:00,2015-07-27 11:58:00,campaign,TI1ZOJ,2015-07-27 11:58:00,1
222,222,302.0,2016-08-08 12:26:00,2016-08-08 00:38:00,campaign,ZGJ4CZ,2016-08-08 00:38:00,1
223,223,303.0,2014-05-03 00:04:00,2014-05-02 21:01:00,organic,,,1
224,224,304.0,2016-11-05 01:14:00,2016-11-04 18:08:00,organic,,,1
225,225,305.0,2016-08-04 17:59:00,2016-08-04 14:58:00,organic,,,1
226,226,308.0,2016-02-27 23:51:00,2016-02-27 07:49:00,campaign,T6E9B9,2016-02-27 07:49:00,1
227,227,310.0,2015-07-12 14:52:00,2015-07-12 11:32:00,campaign,D2KOV6,2015-07-12 11:32:00,1
228,228,311.0,2015-01-03 15:02:00,2015-01-03 11:44:00,organic,,,1
229,229,312.0,2017-02-17 12:53:00,2017-02-17 04:57:00,campaign,Q9M5DZ,2017-02-17 04:57:00,1
230,230,315.0,2016-11-30 09:24:00,2016-11-29 19:58:00,campaign,OGMRY2,2016-11-29 19:57:00,1
231,231,316.0,2016-05-27 14:30:00,2016-05-27 07:13:00,campaign,D2KOV6,2016-05-27 07:13:00,1
232,232,318.0,2017-02-27 22:40:00,2017-02-27 20:51:00,campaign,IWTQ5T,2017-02-27 20:51:00,1
233,233,319.0,2015-09-16 10:16:00,2015-09-15 22:37:00,campaign,QSY7GR,2015-09-15 22:36:00,1
234,234,321.0,2016-07-14 15:28:00,2016-07-14 11:11:00,organic,,,1
235,235,323.0,2017-01-05 22:51:00,2017-01-05 22:49:00,campaign,QY02HA,2017-01-05 22:49:00,1
236,236,324.0,2017-02-03 13:08:00,2017-02-03 09:42:00,organic,,,1
237,237,326.0,2016-10-07 20:57:00,2016-10-07 18:54:00,organic,,,1
238,238,327.0,2016-10-12 00:56:00,2016-10-11 18:53:00,organic,,,1
239,239,327.0,2016-11-13 04:20:00,,organic,,,1
240,240,330.0,2016-05-18 03:38:00,2016-05-17 19:19:00,campaign,6XC4I2,2016-05-17 19:19:00,1
241,241,332.0,2016-06-02 09:25:00,2016-06-02 06:08:00,organic,,,1
242,242,333.0,2016-02-18 11:12:00,2016-02-18 02:02:00,campaign,A20MP6,2016-02-18 02:02:00,1
243,243,335.0,2015-07-30 17:22:00,2015-07-30 09:50:00,campaign,UROFMZ,2015-07-30 09:50:00,1
244,244,336.0,2016-12-27 06:50:00,2016-12-27 02:26:00,organic,,,1
245,245,340.0,2015-03-13 10:12:00,2015-03-12 20:32:00,organic,,,1
246,246,340.0,2015-06-24 18:29:00,,organic,,,1
247,247,343.0,2016-11-18 15:42:00,2016-11-18 13:14:00,organic,,,1
248,248,343.0,2017-02-21 20:41:00,,organic,,,1
249,249,344.0,2014-10-17 01:24:00,2014-10-16 22:53:00,organic,,,1
250,250,345.0,2016-11-02 13:07:00,2016-11-02 09:09:00,organic,,,1
251,251,346.0,2016-10-31 00:22:00,2016-10-30 08:37:00,organic,,,1
252,252,347.0,2017-01-15 07:39:00,2017-01-14 15:11:00,campaign,Q9M5DZ,2017-01-14 15:11:00,1
253,253,348.0,2017-02-10 10:16:00,2017-02-10 06:32:00,campaign,9VTGJV,2017-02-10 06:31:00,1
254,254,349.0,2016-12-12 14:38:00,2016-12-12 04:26:00,campaign,1UV5W9,2016-12-12 04:26:00,1
255,255,351.0,2016-12-26 13:55:00,2016-12-26 12:27:00,campaign,WL07ZB,2016-12-26 12:26:00,1
256,256,355.0,2015-03-07 02:33:00,2015-03-06 15:44:00,campaign,7377FX,2015-03-06 15:43:00,1
257,257,359.0,2016-08-16 05:22:00,2016-08-16 03:26:00,campaign,1UV5W9,2016-08-16 03:25:00,1
258,258,361.0,2015-10-18 07:53:00,2015-10-17 17:10:00,organic,,,1
259,259,363.0,2016-09-24 20:32:00,2016-09-24 04:54:00,campaign,0IBF68,2016-09-24 04:54:00,1
260,260,365.0,2015-05-22 12:43:00,2015-05-22 10:57:00,campaign,D8IC8B,2015-05-22 10:57:00,1
261,261,369.0,2015-11-19 23:05:00,2015-11-19 12:11:00,campaign,SE5X9U,2015-11-19 12:10:00,1
262,262,372.0,2016-08-06 08:10:00,2016-08-05 16:36:00,campaign,ZDNTT7,2016-08-05 16:36:00,1
263,263,374.0,2017-01-25 06:50:00,,organic,,,1
264,264,375.0,2014-08-24 08:39:00,2014-08-24 05:00:00,organic,,,1
265,265,375.0,2016-11-26 05:15:00,,organic,,,1
266,266,376.0,2016-04-20 11:40:00,2016-04-20 02:29:00,organic,,,1
267,267,378.0,2015-03-28 11:07:00,2015-03-27 19:15:00,campaign,TVGAEO,2015-03-27 19:15:00,1
268,268,380.0,2013-10-29 12:52:00,2013-10-29 01:18:00,organic,,,1
269,269,380.0,2016-06-29 22:55:00,,organic,,,1
270,270,381.0,2016-08-30 15:49:00,2016-08-30 12:27:00,campaign,GCP82I,2016-08-30 12:27:00,1
271,271,382.0,2017-01-19 13:03:00,2017-01-19 05:46:00,organic,,,1
272,272,383.0,2016-11-13 08:40:00,2016-11-12 19:29:00,campaign,XGB35V,2016-11-12 19:29:00,1
273,273,385.0,2017-01-06 20:45:00,2017-01-06 06:38:00,campaign,Y59GNL,2017-01-06 06:38:00,1
274,274,387.0,2016-10-04 13:58:00,2016-10-04 06:39:00,campaign,T6E9B9,2016-10-04 06:39:00,1
275,275,388.0,2016-10-08 17:08:00,2016-10-08 08:01:00,campaign,XGB35V,2016-10-08 08:01:00,1
276,276,391.0,2017-01-09 16:20:00,2017-01-09 06:05:00,campaign,AKO0SH,2017-01-09 06:05:00,1
277,277,392.0,2016-04-12 12:33:00,2016-04-12 12:14:00,campaign,OGMRY2,2016-04-12 12:14:00,1
