,date,sale_id,item_id,total_order_amount,qty_sold
144,2014-03-15,50,140,39.94515277789881,5
145,2014-03-15,50,110,39.94515277789881,5
146,2014-03-15,50,164,39.94515277789881,5
147,2014-03-15,50,115,39.94515277789881,5
148,2014-03-15,50,79,39.94515277789881,5
149,2014-03-16,51,62,287.54175690249036,3
150,2014-03-16,51,65,287.54175690249036,3
151,2014-03-16,51,44,287.54175690249036,3
152,2014-03-18,52,164,424.5934043621013,7
153,2014-03-18,52,126,424.5934043621013,7
154,2014-03-18,52,165,424.5934043621013,7
155,2014-03-18,52,116,424.5934043621013,7
156,2014-03-18,52,134,424.5934043621013,7
157,2014-03-18,52,110,424.5934043621013,7
158,2014-03-18,52,155,424.5934043621013,7
159,2014-03-19,53,119,398.54796709916144,7
160,2014-03-19,53,131,398.54796709916144,7
161,2014-03-19,53,113,398.54796709916144,7
162,2014-03-19,53,181,398.54796709916144,7
163,2014-03-19,53,113,398.54796709916144,7
164,2014-03-19,53,135,398.54796709916144,7
165,2014-03-19,53,89,398.54796709916144,7
166,2014-03-21,54,33,925.3063002954508,2
167,2014-03-21,54,50,925.3063002954508,2
168,2014-04-01,55,53,60.76544570726226,1
169,2014-04-02,56,41,4.5,4
170,2014-04-02,56,46,4.5,4
171,2014-04-02,56,54,4.5,4
172,2014-04-02,56,60,4.5,4
173,2014-04-02,57,144,1389.2399994684972,2
174,2014-04-02,57,114,1389.2399994684972,2
175,2014-04-06,58,127,240.51678835851945,4
176,2014-04-06,58,71,240.51678835851945,4
177,2014-04-06,58,92,240.51678835851945,4
178,2014-04-06,58,125,240.51678835851945,4
179,2014-04-07,59,84,97.47732496538715,2
180,2014-04-07,59,116,97.47732496538715,2
181,2014-04-08,60,66,2140.0171738795443,2
182,2014-04-08,60,76,2140.0171738795443,2
183,2014-04-12,61,159,109.4649518942297,2
184,2014-04-12,61,165,109.4649518942297,2
185,2014-04-13,62,17,19.83733458011127,2
186,2014-04-13,62,56,19.83733458011127,2
187,2014-04-14,63,83,144.92923691228657,2
188,2014-04-14,63,52,144.92923691228657,2
189,2014-04-15,64,9,2873.6198289798967,1
190,2014-04-16,65,102,1491.976257424945,2
191,2014-04-16,65,91,1491.976257424945,2
192,2014-04-19,66,21,740.0724297390727,1
193,2014-04-22,67,91,160.4980490453005,2
194,2014-04-22,67,107,160.4980490453005,2
195,2014-04-23,68,67,967.3595262243872,5
196,2014-04-23,68,73,967.3595262243872,5
197,2014-04-23,68,86,967.3595262243872,5
198,2014-04-23,68,62,967.3595262243872,5
199,2014-04-23,68,26,967.3595262243872,5
200,2014-04-23,69,57,1547.546265444082,5
201,2014-04-23,69,57,1547.546265444082,5
202,2014-04-23,69,27,1547.546265444082,5
203,2014-04-23,69,63,1547.546265444082,5
204,2014-04-23,69,98,1547.546265444082,5
205,2014-04-24,70,41,512.8095883246197,2
206,2014-04-24,70,32,512.8095883246197,2
207,2014-04-24,71,136,403.22965265333886,2
208,2014-04-24,71,142,403.22965265333886,2
209,2014-04-26,72,136,843.2972787124659,2
210,2014-04-26,72,134,843.2972787124659,2
211,2014-04-26,73,118,1090.6693138449652,2
212,2014-04-26,73,66,1090.6693138449652,2
213,2014-04-27,74,199,122.4479193232212,4
214,2014-04-27,74,168,122.4479193232212,4
215,2014-04-27,74,190,122.4479193232212,4
216,2014-04-27,74,186,122.4479193232212,4
217,2014-04-28,75,81,951.7555170841173,7
218,2014-04-28,75,91,951.7555170841173,7
219,2014-04-28,75,32,951.7555170841173,7
220,2014-04-28,75,114,951.7555170841173,7
221,2014-04-28,75,83,951.7555170841173,7
222,2014-04-28,75,65,951.7555170841173,7
223,2014-04-28,75,75,951.7555170841173,7
224,2014-04-29,76,64,1399.4484592696137,3
225,2014-04-29,76,32,1399.4484592696137,3
226,2014-04-29,76,131,1399.4484592696137,3
227,2014-04-30,77,171,1415.3158444964483,2
228,2014-04-30,77,167,1415.3158444964483,2
229,2014-04-30,78,8,927.2609700766974,2
230,2014-04-30,78,33,927.2609700766974,2
231,2014-05-03,79,192,524.6501365923014,1
232,2014-05-03,80,59,321.1943829610527,3
233,2014-05-03,80,94,321.1943829610527,3
234,2014-05-03,80,47,321.1943829610527,3
235,2014-05-04,81,15,150.24774881921797,9
236,2014-05-04,81,25,150.24774881921797,9
237,2014-05-04,81,23,150.24774881921797,9
238,2014-05-04,81,13,150.24774881921797,9
239,2014-05-04,81,15,150.24774881921797,9
240,2014-05-04,81,83,150.24774881921797,9
241,2014-05-04,81,35,150.24774881921797,9
242,2014-05-04,81,4,150.24774881921797,9
243,2014-05-04,81,10,150.24774881921797,9
244,2014-05-04,82,198,266.64791664743456,2
245,2014-05-04,82,115,266.64791664743456,2
246,2014-05-04,83,104,1570.8159652905827,6
247,2014-05-04,83,87,1570.8159652905827,6
248,2014-05-04,83,146,1570.8159652905827,6
249,2014-05-04,83,111,1570.8159652905827,6
250,2014-05-04,83,43,1570.8159652905827,6
251,2014-05-04,83,172,1570.8159652905827,6
252,2014-05-05,84,54,1200.71783023862,2
253,2014-05-05,84,64,1200.71783023862,2
254,2014-05-05,85,167,423.83813894689524,2
255,2014-05-05,85,139,423.83813894689524,2
256,2014-05-07,86,66,1347.6872684398745,1
257,2014-05-11,87,106,466.07604155048597,3
258,2014-05-11,87,112,466.07604155048597,3
259,2014-05-11,87,61,466.07604155048597,3
260,2014-05-11,88,54,319.4917214303542,1
261,2014-05-17,89,83,886.5842190017157,2
262,2014-05-17,89,43,886.5842190017157,2
263,2014-05-18,90,136,41.423469742249495,1
264,2014-05-21,91,50,768.1645798277184,5
265,2014-05-21,91,34,768.1645798277184,5
266,2014-05-21,91,76,768.1645798277184,5
267,2014-05-21,91,26,768.1645798277184,5
268,2014-05-21,91,93,768.1645798277184,5
269,2014-05-22,92,13,118.12228833518031,3
270,2014-05-22,92,40,118.12228833518031,3
271,2014-05-22,92,29,118.12228833518031,3
272,2014-05-22,93,140,365.5092296235545,3
273,2014-05-22,93,139,365.5092296235545,3
274,2014-05-22,93,144,365.5092296235545,3
275,2014-05-23,94,135,1055.0161540210718,2
276,2014-05-23,94,136,1055.0161540210718,2
277,2014-05-28,95,49,748.6208852230542,2
278,2014-05-28,95,45,748.6208852230542,2
279,2014-05-28,96,123,1058.301389808932,3
280,2014-05-28,96,151,1058.301389808932,3
281,2014-05-28,96,86,1058.301389808932,3
282,2014-05-31,97,83,405.28857705225914,3
283,2014-05-31,97,70,405.28857705225914,3
284,2014-05-31,97,113,405.28857705225914,3
285,2014-06-01,98,9,1379.1243467895438,2
286,2014-06-01,98,61,1379.1243467895438,2
287,2014-06-01,99,54,76.03870811862535,2
288,2014-06-01,99,37,76.03870811862535,2
289,2014-06-02,100,9,1904.749370584758,4
290,2014-06-02,100,77,1904.749370584758,4
291,2014-06-02,100,37,1904.749370584758,4
292,2014-06-02,100,66,1904.749370584758,4
293,2014-06-02,101,175,686.1535001918812,1
294,2014-06-05,102,150,156.88714963569842,5
295,2014-06-05,102,162,156.88714963569842,5
296,2014-06-05,102,161,156.88714963569842,5
297,2014-06-05,102,134,156.88714963569842,5
298,2014-06-05,102,143,156.88714963569842,5
299,2014-06-05,103,88,938.5481737638763,3
300,2014-06-05,103,94,938.5481737638763,3
301,2014-06-05,103,79,938.5481737638763,3
302,2014-06-06,104,51,510.1797493602072,2
303,2014-06-06,104,116,510.1797493602072,2
304,2014-06-07,105,192,944.8482640791688,1
305,2014-06-08,106,35,1285.353506267475,1
306,2014-06-08,107,70,15.703788043394225,1
307,2014-06-08,108,132,449.75729606597747,3
308,2014-06-08,108,105,449.75729606597747,3
309,2014-06-08,108,85,449.75729606597747,3
310,2014-06-10,109,91,662.5312595958483,1
311,2014-06-10,110,131,1163.607312270457,1
312,2014-06-10,111,179,1947.1322098449125,2
313,2014-06-10,111,174,1947.1322098449125,2
314,2014-06-11,112,143,1254.8741513044868,2
315,2014-06-11,112,175,1254.8741513044868,2
316,2014-06-11,113,146,1730.6336059689575,2
317,2014-06-11,113,118,1730.6336059689575,2
318,2014-06-14,114,35,189.64253678470246,2
319,2014-06-14,114,48,189.64253678470246,2
320,2014-06-14,115,169,198.84525707551498,2
321,2014-06-14,115,165,198.84525707551498,2
322,2014-06-16,116,41,210.35734661553693,1
323,2014-06-16,117,91,1588.4612297159274,7
324,2014-06-16,117,76,1588.4612297159274,7
325,2014-06-16,117,92,1588.4612297159274,7
326,2014-06-16,117,84,1588.4612297159274,7
327,2014-06-16,117,104,1588.4612297159274,7
328,2014-06-16,117,125,1588.4612297159274,7
329,2014-06-16,117,142,1588.4612297159274,7
330,2014-06-17,118,131,1790.022886026969,2
331,2014-06-17,118,82,1790.022886026969,2
332,2014-06-17,119,61,156.69135002889317,1
333,2014-06-17,120,162,780.8998760785132,1
334,2014-06-20,121,120,2831.315984135714,2
335,2014-06-20,121,67,2831.315984135714,2
336,2014-06-21,122,52,148.1467185469265,8
337,2014-06-21,122,57,148.1467185469265,8
338,2014-06-21,122,64,148.1467185469265,8
339,2014-06-21,122,8,148.1467185469265,8
340,2014-06-21,122,85,148.1467185469265,8
341,2014-06-21,122,77,148.1467185469265,8
342,2014-06-21,122,69,148.1467185469265,8
343,2014-06-21,122,50,148.1467185469265,8
344,2014-06-21,123,178,71.76585347874645,3
345,2014-06-21,123,181,71.76585347874645,3
346,2014-06-21,123,172,71.76585347874645,3
347,2014-06-21,124,163,677.5961339526361,2
348,2014-06-21,124,142,677.5961339526361,2
349,2014-06-22,125,111,269.7595561593816,2
350,2014-06-22,125,92,269.7595561593816,2
351,2014-06-25,126,66,853.4515323850987,2
352,2014-06-25,126,66,853.4515323850987,2
353,2014-06-27,127,103,2440.2075168259103,5
354,2014-06-27,127,127,2440.2075168259103,5
355,2014-06-27,127,109,2440.2075168259103,5
356,2014-06-27,127,178,2440.2075168259103,5
357,2014-06-27,127,89,2440.2075168259103,5
358,2014-06-30,128,140,244.9352607286337,1
359,2014-07-01,129,197,933.0982237357423,1
360,2014-07-03,130,101,315.5885331520433,1
361,2014-07-03,131,65,1263.6670692238627,9
362,2014-07-03,131,49,1263.6670692238627,9
363,2014-07-03,131,87,1263.6670692238627,9
364,2014-07-03,131,94,1263.6670692238627,9
365,2014-07-03,131,30,1263.6670692238627,9
366,2014-07-03,131,97,1263.6670692238627,9
367,2014-07-03,131,46,1263.6670692238627,9
368,2014-07-03,131,56,1263.6670692238627,9
369,2014-07-03,131,135,1263.6670692238627,9
370,2014-07-04,132,170,282.9170230747073,4
371,2014-07-04,132,136,282.9170230747073,4
372,2014-07-04,132,109,282.9170230747073,4
373,2014-07-04,132,155,282.9170230747073,4
374,2014-07-05,133,123,529.6995958277065,1
375,2014-07-06,134,146,128.47486984538094,3
376,2014-07-06,134,127,128.47486984538094,3
377,2014-07-06,134,165,128.47486984538094,3
378,2014-07-06,135,41,54.359358271003295,2
379,2014-07-06,135,28,54.359358271003295,2
380,2014-07-07,136,179,1492.148849236299,9
381,2014-07-07,136,152,1492.148849236299,9
382,2014-07-07,136,122,1492.148849236299,9
383,2014-07-07,136,127,1492.148849236299,9
384,2014-07-07,136,188,1492.148849236299,9
385,2014-07-07,136,114,1492.148849236299,9
386,2014-07-07,136,181,1492.148849236299,9
387,2014-07-07,136,120,1492.148849236299,9
388,2014-07-07,136,145,1492.148849236299,9
389,2014-07-07,137,88,224.218416972916,2
390,2014-07-07,137,109,224.218416972916,2
391,2014-07-08,138,52,235.9063965687913,3
392,2014-07-08,138,65,235.9063965687913,3
393,2014-07-08,138,72,235.9063965687913,3
394,2014-07-13,139,14,222.43827212832355,2
395,2014-07-13,139,29,222.43827212832355,2
396,2014-07-13,140,35,1280.0120898562216,8
397,2014-07-13,140,30,1280.0120898562216,8
398,2014-07-13,140,41,1280.0120898562216,8
399,2014-07-13,140,60,1280.0120898562216,8
400,2014-07-13,140,70,1280.0120898562216,8
401,2014-07-13,140,57,1280.0120898562216,8
402,2014-07-13,140,27,1280.0120898562216,8
403,2014-07-13,140,73,1280.0120898562216,8
404,2014-07-13,141,87,244.08983841218608,2
405,2014-07-13,141,63,244.08983841218608,2
406,2014-07-14,142,197,2040.7264813697159,1
407,2014-07-15,143,4,841.64304389401,1
408,2014-07-15,144,170,2178.235822316767,2
409,2014-07-15,144,124,2178.235822316767,2
410,2014-07-15,145,168,2428.8268192401583,1
411,2014-07-17,146,71,135.57718862475684,2
412,2014-07-17,146,102,135.57718862475684,2
413,2014-07-18,147,121,90.72664366845021,1
414,2014-07-18,148,53,480.1195171022725,2
415,2014-07-18,148,45,480.1195171022725,2
416,2014-07-18,149,4,1981.7263497782135,3
417,2014-07-18,149,37,1981.7263497782135,3
418,2014-07-18,149,13,1981.7263497782135,3
419,2014-07-19,150,35,99.9573372931221,5
420,2014-07-19,150,68,99.9573372931221,5
421,2014-07-19,150,61,99.9573372931221,5
422,2014-07-19,150,69,99.9573372931221,5
423,2014-07-19,150,53,99.9573372931221,5
424,2014-07-23,151,148,1171.2361285273275,2
425,2014-07-23,151,152,1171.2361285273275,2
426,2014-07-24,152,158,175.14979740252153,3
427,2014-07-24,152,110,175.14979740252153,3
428,2014-07-24,152,156,175.14979740252153,3
429,2014-07-24,153,84,81.12898301204052,3
430,2014-07-24,153,129,81.12898301204052,3
431,2014-07-24,153,76,81.12898301204052,3
432,2014-07-26,154,114,1004.5808097100273,1
433,2014-07-27,155,31,77.8662593237578,2
434,2014-07-27,155,98,77.8662593237578,2
435,2014-07-28,156,135,1182.7056744499116,3
436,2014-07-28,156,100,1182.7056744499116,3
437,2014-07-28,156,103,1182.7056744499116,3
438,2014-07-30,157,177,550.7565436682413,2
439,2014-07-30,157,187,550.7565436682413,2
440,2014-08-01,158,98,956.1039878673494,2
441,2014-08-01,158,99,956.1039878673494,2
442,2014-08-01,159,72,591.1095374091616,2
443,2014-08-01,159,13,591.1095374091616,2
444,2014-08-02,160,21,482.3905406118963,2
445,2014-08-02,160,41,482.3905406118963,2
446,2014-08-02,161,197,351.2074308395005,4
447,2014-08-02,161,122,351.2074308395005,4
448,2014-08-02,161,195,351.2074308395005,4
449,2014-08-02,161,195,351.2074308395005,4
450,2014-08-04,162,172,904.1351187398908,2
451,2014-08-04,162,168,904.1351187398908,2
452,2014-08-08,163,136,1100.4001783736837,1
453,2014-08-08,164,106,27.671170108577318,2
454,2014-08-08,164,125,27.671170108577318,2
455,2014-08-08,165,47,2061.371267002185,1
456,2014-08-10,166,131,636.8140921932074,2
457,2014-08-10,166,156,636.8140921932074,2
458,2014-08-11,167,12,224.4908444266549,2
459,2014-08-11,167,25,224.4908444266549,2
460,2014-08-12,168,0,2665.807051778079,6
461,2014-08-12,168,54,2665.807051778079,6
462,2014-08-12,168,32,2665.807051778079,6
463,2014-08-12,168,51,2665.807051778079,6
464,2014-08-12,168,50,2665.807051778079,6
465,2014-08-12,168,15,2665.807051778079,6
466,2014-08-13,169,138,634.3733267626184,1
467,2014-08-13,170,86,370.67186165550146,4
468,2014-08-13,170,18,370.67186165550146,4
469,2014-08-13,170,34,370.67186165550146,4
470,2014-08-13,170,128,370.67186165550146,4
471,2014-08-13,171,191,827.6474221946797,1
472,2014-08-13,172,35,333.3273336005866,7
473,2014-08-13,172,37,333.3273336005866,7
474,2014-08-13,172,92,333.3273336005866,7
475,2014-08-13,172,18,333.3273336005866,7
476,2014-08-13,172,36,333.3273336005866,7
477,2014-08-13,172,35,333.3273336005866,7
478,2014-08-13,172,47,333.3273336005866,7
479,2014-08-14,173,42,1183.2123045626304,3
480,2014-08-14,173,34,1183.2123045626304,3
481,2014-08-14,173,50,1183.2123045626304,3
482,2014-08-15,174,178,991.9151698005627,4
483,2014-08-15,174,178,991.9151698005627,4
484,2014-08-15,174,165,991.9151698005627,4
485,2014-08-15,174,190,991.9151698005627,4
486,2014-08-15,175,125,517.8554933699104,1
487,2014-08-15,176,90,253.8831737657492,2
488,2014-08-15,176,36,253.8831737657492,2
489,2014-08-15,177,144,502.3812086123583,2
490,2014-08-15,177,147,502.3812086123583,2
491,2014-08-16,178,62,380.9424536749443,6
492,2014-08-16,178,121,380.9424536749443,6
493,2014-08-16,178,74,380.9424536749443,6
494,2014-08-16,178,10,380.9424536749443,6
495,2014-08-16,178,59,380.9424536749443,6
496,2014-08-16,178,29,380.9424536749443,6
497,2014-08-16,179,115,645.4138837359393,2
498,2014-08-16,179,176,645.4138837359393,2
499,2014-08-17,180,97,238.6292072213471,2
500,2014-08-17,180,112,238.6292072213471,2
501,2014-08-17,181,108,546.0258004358599,1
502,2014-08-17,182,108,1031.3636797766208,2
503,2014-08-17,182,93,1031.3636797766208,2
504,2014-08-18,183,91,101.5407489355996,1
505,2014-08-19,184,104,580.8191617918858,2
506,2014-08-19,184,86,580.8191617918858,2
507,2014-08-20,185,104,687.5121111975667,2
508,2014-08-20,185,144,687.5121111975667,2
509,2014-08-21,186,189,334.0402661459371,5
510,2014-08-21,186,159,334.0402661459371,5
511,2014-08-21,186,143,334.0402661459371,5
512,2014-08-21,186,132,334.0402661459371,5
513,2014-08-21,186,159,334.0402661459371,5
514,2014-08-23,187,58,530.1271320490358,5
515,2014-08-23,187,83,530.1271320490358,5
516,2014-08-23,187,80,530.1271320490358,5
517,2014-08-23,187,28,530.1271320490358,5
518,2014-08-23,187,84,530.1271320490358,5
519,2014-08-23,188,189,125.29091856688072,1
520,2014-08-23,189,121,863.8225946081886,2
521,2014-08-23,189,67,863.8225946081886,2
522,2014-08-24,190,117,311.580829684901,1
523,2014-08-24,191,98,323.9375079113457,3
524,2014-08-24,191,78,323.9375079113457,3
525,2014-08-24,191,67,323.9375079113457,3
526,2014-08-25,192,127,2034.7209611836806,2
527,2014-08-25,192,128,2034.7209611836806,2
528,2014-08-25,193,9,51.572365449630034,2
529,2014-08-25,193,55,51.572365449630034,2
530,2014-08-25,194,128,378.7180641014473,2
531,2014-08-25,194,181,378.7180641014473,2
532,2014-08-26,195,101,1710.9886098078284,9
533,2014-08-26,195,80,1710.9886098078284,9
534,2014-08-26,195,86,1710.9886098078284,9
535,2014-08-26,195,139,1710.9886098078284,9
536,2014-08-26,195,67,1710.9886098078284,9
537,2014-08-26,195,108,1710.9886098078284,9
538,2014-08-26,195,115,1710.9886098078284,9
539,2014-08-26,195,72,1710.9886098078284,9
540,2014-08-26,195,131,1710.9886098078284,9
541,2014-08-26,196,191,469.69293214153197,3
542,2014-08-26,196,174,469.69293214153197,3
543,2014-08-26,196,189,469.69293214153197,3
544,2014-08-27,197,179,947.7384608314113,2
545,2014-08-27,197,182,947.7384608314113,2
546,2014-08-28,198,22,572.7788207946751,5
547,2014-08-28,198,24,572.7788207946751,5
548,2014-08-28,198,37,572.7788207946751,5
549,2014-08-28,198,11,572.7788207946751,5
550,2014-08-28,198,23,572.7788207946751,5
551,2014-08-28,199,146,1309.5982561090084,2
552,2014-08-28,199,81,1309.5982561090084,2
553,2014-08-30,200,91,1165.7973220678095,1
554,2014-08-31,201,57,108.55130417766344,1
555,2014-09-01,202,62,455.2361496180564,1
556,2014-09-01,203,107,718.5981303187015,2
557,2014-09-01,203,80,718.5981303187015,2
558,2014-09-01,204,101,38.90248500825993,5
559,2014-09-01,204,132,38.90248500825993,5
560,2014-09-01,204,99,38.90248500825993,5
561,2014-09-01,204,125,38.90248500825993,5
562,2014-09-01,204,73,38.90248500825993,5
563,2014-09-01,205,164,1056.7636746910905,2
564,2014-09-01,205,144,1056.7636746910905,2
565,2014-09-02,206,159,860.6522971323418,3
566,2014-09-02,206,160,860.6522971323418,3
567,2014-09-02,206,120,860.6522971323418,3
568,2014-09-02,207,94,560.2368290694775,2
569,2014-09-02,207,92,560.2368290694775,2
570,2014-09-02,208,113,1257.4688695589987,2
571,2014-09-02,208,166,1257.4688695589987,2
572,2014-09-03,209,134,596.2473158897188,2
573,2014-09-03,209,134,596.2473158897188,2
574,2014-09-03,210,146,874.2398243550299,1
575,2014-09-03,211,105,1074.3397800721086,5
576,2014-09-03,211,134,1074.3397800721086,5
577,2014-09-03,211,82,1074.3397800721086,5
578,2014-09-03,211,102,1074.3397800721086,5
579,2014-09-03,211,151,1074.3397800721086,5
580,2014-09-04,212,146,326.49441668609995,3
581,2014-09-04,212,126,326.49441668609995,3
582,2014-09-04,212,130,326.49441668609995,3
583,2014-09-05,213,134,1097.9162975819397,2
584,2014-09-05,213,134,1097.9162975819397,2
585,2014-09-06,214,87,126.14525713947405,2
586,2014-09-06,214,91,126.14525713947405,2
587,2014-09-06,215,120,334.61060516916126,3
588,2014-09-06,215,106,334.61060516916126,3
589,2014-09-06,215,138,334.61060516916126,3
590,2014-09-06,216,27,986.8208189707096,2
591,2014-09-06,216,56,986.8208189707096,2
592,2014-09-06,217,66,156.1412093762325,2
593,2014-09-06,217,68,156.1412093762325,2
594,2014-09-06,218,119,99.391230837216,2
595,2014-09-06,218,169,99.391230837216,2
596,2014-09-07,219,112,747.7973203460263,1
597,2014-09-08,220,91,1082.5658314973957,5
598,2014-09-08,220,21,1082.5658314973957,5
599,2014-09-08,220,139,1082.5658314973957,5
600,2014-09-08,220,120,1082.5658314973957,5
601,2014-09-08,220,72,1082.5658314973957,5
